tweet_id,tweet_date,contributor,lat,lon,tweet_url,media_url_1,media_url_2,media_url_3,media_url_4,type,year_built,year_built_ce,prefecture,address,poi,ai_tags
T805224929218048000,2016-12-04,tsukimachito,35.5207830000,139.5376281738,https://t.co/p02FBFJyj8,https://pbs.twimg.com/media/Cyy7yzIUsAAVLVd.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市緑区小山町","日枝神社",""
T805230133384658944,2016-12-04,tsukimachito,35.5272060000,139.5406036377,https://t.co/LqCcG22YYw,https://pbs.twimg.com/media/CyzAhlcUcAA9wgU.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市緑区北八朔町","十二神社",""
T805235055274508288,2016-12-04,tsukimachito,35.5288059000,139.5464172363,https://t.co/UKUF3asNRM,https://pbs.twimg.com/media/CyzFAG7VIAANUDF.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市都筑区川和町","",""
T805241527802826752,2016-12-04,tsukimachito,35.5349700000,139.5457916260,https://t.co/ZxzF4XfHLv,https://pbs.twimg.com/media/CyzK44zVQAAYZSm.jpg,,,,"二十三夜塔","文政九年","1826","神奈川県","神奈川県横浜市都筑区川和町","川和高校入口交差点",""
T805243629946040320,2016-12-04,tsukimachito,35.5330487000,139.5479583740,https://t.co/vpYIzH2162,https://pbs.twimg.com/media/CyzMzAtUoAAVD8y.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市都筑区川和町","八幡神社",""
T805248306741809152,2016-12-04,tsukimachito,35.5258745000,139.5506439209,https://t.co/pxda0IJke2,https://pbs.twimg.com/media/CyzRDbDUsAARgf3.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市都筑区川和町","山王神社",""
T805259602644172800,2016-12-04,tsukimachito,35.5418175000,139.5366058350,https://t.co/VyMUFwDh4U,https://pbs.twimg.com/media/CyzbVBsUQAA1ny_.jpg,,,,"二十六夜塔","","","神奈川県","神奈川県横浜市青葉区千草台","杉山神社",""
T805650351764320256,2016-12-05,tsukimachito,35.5173950000,139.5298004150,https://t.co/bz8zAO3thw,https://pbs.twimg.com/media/Cy4-tfuVIAADeRg.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市緑区三保町","旧城寺",""
T806371106110271488,2016-12-07,tsukimachito,35.5173210000,139.5588684082,https://t.co/BSqHboVJcX,https://pbs.twimg.com/media/CzDOO6FWEAAv1cB.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市都筑区佐江戸町","",""
T806676811018948608,2016-12-08,tsukimachito,35.5261140000,139.5803985596,https://t.co/Ufqkg15fMK,https://pbs.twimg.com/media/CzHkRMaVQAACTf_.jpg,,,,"(二十)三夜塔","","","神奈川県","神奈川県横浜市都筑区東方町","東方天満宮",""
T807048857842388992,2016-12-09,tsukimachito,35.6643889000,139.3296661377,https://t.co/qbNLNDAFVn,https://pbs.twimg.com/media/CzM2pf2UkAACdsZ.jpg,,,,"二十三夜塔","","","東京都","東京都八王子市大横町","宝樹寺",""
T807784044754702336,2016-12-11,tsukimachito,35.5384340000,139.5746002197,https://t.co/wA0Q52lRcc,https://pbs.twimg.com/media/CzXTTDCVEAAMLcw.jpg,,,,"二十六夜塔","","","神奈川県","神奈川県横浜市都筑区茅ケ崎南四丁目","自性院",""
T807805259275874305,2016-12-11,tsukimachito,35.5190039000,139.5466308594,https://t.co/wK9NkCVFEU,https://pbs.twimg.com/media/CzXmj6fUUAIw5hK.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市緑区青砥町","杉山神社",""
T807805900572397568,2016-12-11,tsukimachito,35.5190039000,139.5466308594,https://t.co/w12T4IwaJP,https://pbs.twimg.com/media/CzXnI0XUAAAuS2e.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市緑区青砥町","杉山神社",""
T809219421151502336,2016-12-15,tsukimachito,35.4046940000,139.3934173584,https://t.co/ug2QFt4GTx,https://pbs.twimg.com/media/Czrsw4GVQAAUS2x.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県海老名市本郷","",""
T809931654567325697,2016-12-17,tsukimachito,35.5254947000,139.5206604004,https://t.co/tz4gRTWamM,https://pbs.twimg.com/media/Cz10iNXUUAA3ZQ6.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市緑区十日市場町","宝帒寺",""
T809951357603954690,2016-12-17,tsukimachito,35.5342191000,139.5112152100,https://t.co/xxzyT5Fb4e,https://pbs.twimg.com/media/Cz2GdS7VEAAq8xX.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市青葉区しらとり台","神鳥前川神社",""
T809964349112532992,2016-12-17,tsukimachito,35.5330179000,139.5051422119,https://t.co/QUEIOLpgUz,https://pbs.twimg.com/media/Cz2SRd8UcAE2SGP.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市緑区長津田一丁目","",""
T811034171392958465,2016-12-20,tsukimachito,35.5209140000,139.4897308350,https://t.co/XGtVK5Y2MR,https://pbs.twimg.com/media/C0FfREIVIAAcymn.jpg,,,,"二十三夜塔","弘化二年","1845","神奈川県","神奈川県横浜市緑区長津田町","",""
T811045340606439425,2016-12-20,tsukimachito,35.5151810000,139.4889068604,https://t.co/6QWqu1A14A,https://pbs.twimg.com/media/C0FpaGsUUAEwSHu.jpg,,,,"二十三夜塔","嘉永元年","1848","神奈川県","神奈川県横浜市緑区長津田町","耕雲庵",""
T812159430615629824,2016-12-23,tsukimachito,35.5353001000,139.5458984375,https://t.co/LXiHmRuHcI,https://pbs.twimg.com/media/C0Veq1EUsAA54Pz.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市都筑区川和町","上サ会館",""
T812477935047163904,2016-12-24,tsukimachito,35.6073840000,139.0378875732,https://t.co/l8tspFcPWx,https://pbs.twimg.com/media/C0aAWNPVQAQ5Nql.jpg,,,,"七夜待塔","","","山梨県","山梨県大月市","",""
T812479260052983808,2016-12-24,tsukimachito,35.6069443000,139.0376281738,https://t.co/MzlK0vk9Iz,https://pbs.twimg.com/media/C0aBi6hUoAE4kxO.jpg,,,,"(二十)三夜塔","","","山梨県","山梨県大月市","",""
T813934756681240576,2016-12-28,tsukimachito,35.6581437000,139.8796386719,https://t.co/Myp2P8o4PA,https://pbs.twimg.com/media/C0utVA2UsAAgQEF.jpg,,,,"十九夜塔","","","東京都","東京都江戸川区東葛西七丁目","昇覚寺","如意輪観音"
T814327392260870144,2016-12-29,tsukimachito,35.5495427000,139.6305541992,https://t.co/Qvn7MN0X2G,https://pbs.twimg.com/media/C00SayWUcAATxdD.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市港北区日吉本町五丁目","日吉本町鯛ヶ崎公園",""
T814335760300118016,2016-12-29,tsukimachito,35.5556309000,139.6205291748,https://t.co/8HRgoOWqsM,https://pbs.twimg.com/media/C00aB0DXUAQ6N3S.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市港北区高田町","興禅寺",""
T814348115289501696,2016-12-29,tsukimachito,35.5526225000,139.5907135010,https://t.co/Clr9UY3lyQ,https://pbs.twimg.com/media/C00lQsIXAAEY8P3.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市都筑区南山田町","大善寺",""
T814649642423963648,2016-12-30,tsukimachito,35.5891210000,139.5344190000,https://t.co/fW3lAUv4QA,https://pbs.twimg.com/media/C043fuoUkAAoJLI.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市青葉区美しが丘西二丁目","保木薬師堂",""
T815022110393311232,2016-12-31,tsukimachito,35.5526198000,139.4881134033,https://t.co/IWh47XZipT,https://pbs.twimg.com/media/C0-KQ0WUAAAFfaV.jpg,,,,"二十三夜塔","寛政九年","1797","神奈川県","神奈川県横浜市青葉区奈良二丁目","松岳院",""
T815751752188194816,2017-01-02,tk01k,35.4641804000,139.5602722168,https://t.co/dI4KnyPCu4,https://pbs.twimg.com/media/C1Ih3OOUcAAvg1h.jpg,,,,"二十六夜塔","","","神奈川県","神奈川県横浜市旭区市沢町","",""
T816110591567794181,2017-01-03,tk01k,35.4856069000,139.5714111328,https://t.co/lU6hoLK3gk,https://pbs.twimg.com/media/C1NoN9mUsAE7aqp.jpg,,,,"二十六夜塔","","","神奈川県","神奈川県横浜市保土ケ谷区上菅田町","",""
T817191104005058560,2017-01-06,tk01k,35.4332525000,139.4753875732,https://t.co/Jdh4Hl5GaX,https://pbs.twimg.com/media/C1c-8xjUoAAw4ab.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市泉区上飯田町","",""
T817568946991689728,2017-01-07,tk01k,35.5391917000,139.4494628906,https://t.co/VfUxHLMDTG,https://pbs.twimg.com/media/C1iWl0UVQAEKO42.jpg,,,,"二十三夜塔","","","東京都","東京都町田市原町田一丁目","宗保院",""
T817575591796838401,2017-01-07,tk01k,35.5398643000,139.4603271484,https://t.co/2VSrm54031,https://pbs.twimg.com/media/C1icpJ7VQAAE3YJ.jpg,,,,"二十三夜塔","","","東京都","東京都町田市高ケ坂七丁目","高ヶ坂地蔵堂",""
T817584386845462528,2017-01-07,tk01k,35.5424115000,139.4780578613,https://t.co/Ho6aBL9mtB,https://pbs.twimg.com/media/C1ikoYoUkAAQ6Xs.jpg,,,,"二十三夜塔","","","東京都","東京都町田市成瀬四丁目","東雲寺",""
T819373257354723330,2017-01-12,tk01k,36.0290187000,139.3493499756,https://t.co/c7yqOK9H4R,https://pbs.twimg.com/media/C17_mT7UAAAgLCd.jpg,,,,"七夜待塔","","","埼玉県","埼玉県東松山市大字上唐子","淨空院","地蔵菩薩"
T819384606302425088,2017-01-12,tk01k,36.0783705000,139.2374725342,https://t.co/zi2efw6e8j,https://pbs.twimg.com/media/C18J6s8UsAA3HE-.jpg,,,,"二十二夜塔","","","埼玉県","埼玉県比企郡小川町大字靭負","","如意輪観音"
T819796491275374598,2017-01-13,tk01k,35.5767013000,139.4973297119,https://t.co/savUKVOYyR,https://pbs.twimg.com/media/C2CAi0KUkAEkrmD.jpg,,,,"二十三夜塔","","","東京都","東京都町田市三輪町","椙山神社",""
T819802353083650050,2017-01-13,tk01k,35.5788322000,139.4890441895,https://t.co/ljOZ4YB05m,https://pbs.twimg.com/media/C2CF3fYUsAAm2id.jpg,,,,"二十三夜塔","","","東京都","東京都町田市三輪町","熊野神社",""
T821233433829441537,2017-01-17,tk01k,35.5724595000,139.5584716797,https://t.co/z8Qzfdc3Tv,https://pbs.twimg.com/media/C2WbapSUAAERarA.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市青葉区新石川二丁目","伊勢社",""
T821616539711533057,2017-01-18,tk01k,35.5264959000,139.5118103027,https://t.co/MFJEnhvU1U,https://pbs.twimg.com/media/C2b321RXcAAaurT.jpg,,,,"二十三夜塔","文政四年","1821","神奈川県","神奈川県横浜市緑区十日市場町","",""
T822998163438960640,2017-01-22,tk01k,35.7114788000,139.9598236084,https://t.co/7Edcbj3zH9,https://pbs.twimg.com/media/C2vgbuyUkAU8t2K.jpg,,,,"十九夜塔","寛延二年","1749","千葉県","千葉県船橋市西船三丁目","成瀬地蔵","如意輪観音"
T823001038466621440,2017-01-22,tk01k,35.7110717000,139.9608459473,https://t.co/DO5hBhkVyx,https://pbs.twimg.com/media/C2vjDN2UsAAdOF7.jpg,,,,"十九夜塔","寛延元年","1748","千葉県","千葉県船橋市西船三丁目","正延寺","念佛 如意輪観音"
T823727907470049280,2017-01-24,tk01k,36.0779630000,139.3874359131,https://t.co/VP6WCIm8Vn,https://pbs.twimg.com/media/C254IUrUsAEpX4-.jpg,,,,"七夜待塔","","","埼玉県","埼玉県東松山市大字大谷","宗悟寺","地蔵菩薩"
T824800631600734208,2017-01-27,tk01k,35.5907258000,139.4604187012,https://t.co/AhEevtdN2n,https://pbs.twimg.com/media/C3JHw1pUkAAAnNy.jpg,,,,"二十六夜塔","","","東京都","東京都町田市大蔵町","",""
T824804681054515200,2017-01-27,tk01k,35.5903928000,139.4549102783,https://t.co/hGTur6zQu9,https://pbs.twimg.com/media/C3JLc5ZUcAApqbP.jpg,,,,"二十三夜塔","","","東京都","東京都町田市野津田町","綾部不動堂",""
T825155866449948673,2017-01-28,tk01k,35.5572867000,139.6101379395,https://t.co/AA7u2WEus8,https://pbs.twimg.com/media/C3OK2iGVMAMPfg-.jpg,,,,"二十三夜塔","文化三年","1806","神奈川県","神奈川県横浜市都筑区東山田町","",""
T827326636508852224,2017-02-03,tk01k,35.5341190000,139.5150604248,https://t.co/I3oLOWdU5W,https://pbs.twimg.com/media/C3tBKlFUcAAgps9.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市青葉区しらとり台","",""
T827332694409293824,2017-02-03,tk01k,35.5361799000,139.5097808838,https://t.co/v2h7kR8SDM,https://pbs.twimg.com/media/C3tGq7hVMAA9_-l.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市青葉区田奈町","石塔坂",""
T827690947546738688,2017-02-04,tk01k,35.7360652000,139.6781311035,https://t.co/TvUHcw2VKC,https://pbs.twimg.com/media/C3yMgTNUcAAy4mt.jpg,,,,"二十三夜塔","","","東京都","東京都練馬区旭丘二丁目","能満寺",""
T829162335981891584,2017-02-08,tk01k,35.6606464000,139.5653381348,https://t.co/KHDZIlTQcz,https://pbs.twimg.com/media/C4HGulgUkAIPHDZ.jpg,,,,"(二十)三夜塔","文久二年","1862","東京都","東京都調布市柴崎二丁目","柴崎稲荷神社",""
T830282958812557312,2017-02-11,tk01k,35.8199632000,139.6883239746,https://t.co/fMEMPa1LUh,https://pbs.twimg.com/media/C4XB7b0VYAAXium.jpg,,,,"二十三夜塔","","","埼玉県","埼玉県蕨市中央二丁目","三蔵院",""
T832055824172228609,2017-02-16,tk01k,35.7307142000,139.2413482666,https://t.co/IsxdQikodx,https://pbs.twimg.com/media/C4wOVf8UkAALjFQ.jpg,,,,"二十三夜塔","","","東京都","東京都あきる野市横沢","大悲願寺",""
T832079423465615360,2017-02-16,tk01k,35.7290630000,139.1888430000,https://t.co/cCq1gR2Lte,https://pbs.twimg.com/media/C4wjy3RVYAENdhO.jpg,,,,"二十三夜塔","","","東京都","東京都あきる野市乙津","落合橋",""
T832083755300909056,2017-02-16,tk01k,35.7299375000,139.1845855713,https://t.co/bHmeIHV0j9,https://pbs.twimg.com/media/C4wnvnFVUAAjTVV.jpg,,,,"二十三夜塔","","","東京都","東京都あきる野市乙津","徳雲院",""
T832090378404720642,2017-02-16,tk01k,35.7329640000,139.2012176514,https://t.co/TQdFAxWUkg,https://pbs.twimg.com/media/C4wtwizUoAAtTNP.jpg,,,,"二十三夜塔","","","東京都","東京都あきる野市戸倉","普光寺",""
T832097215547969537,2017-02-16,tk01k,35.7281080000,139.2136077881,https://t.co/rSJ3n5ws5R,https://pbs.twimg.com/media/C4wz-jwVYAEgaAq.jpg,,,,"二十三夜塔","明治五年","1872","東京都","東京都あきる野市小中野","大鳥神社",""
T832818675484807168,2017-02-18,tk01k,35.3877510000,139.6142883301,https://t.co/jyaEFpuEWE,https://pbs.twimg.com/media/C47EGiEUcAEIGLh.jpg,https://pbs.twimg.com/media/C47EIusUEAIAeXu.jpg,,,"十九夜塔","","","神奈川県","神奈川県横浜市磯子区中原二丁目","願行寺",""
T833155587793772545,2017-02-19,tk01k,35.4056129000,139.3272094727,https://t.co/3ziARCmdH6,https://pbs.twimg.com/media/C4_2jccVcAA7KF8.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県伊勢原市下糟屋","法眼寺",""
T834263134160293888,2017-02-22,tk01k,35.5524444000,139.3392639160,https://t.co/oBgxn9mV0F,https://pbs.twimg.com/media/C5Pl3hWVYAA7bQi.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市中央区田名","石神社",""
T834268183561334784,2017-02-22,tk01k,35.5386077000,139.3437805176,https://t.co/C2paYTIH9b,https://pbs.twimg.com/media/C5Pqd0QUkAEqFvC.jpg,,,,"二十六夜塔","","","神奈川県","神奈川県相模原市中央区田名","田名望地バス停",""
T836089058702966784,2017-02-27,tk01k,35.5176633000,139.6447296143,https://t.co/9LYtiPUndR,https://pbs.twimg.com/media/C5pietJUsAAU0Is.jpg,https://pbs.twimg.com/media/C5pih43U4AAHo_5.jpg,,,"十七夜塔","寛政七年","1795","神奈川県","神奈川県横浜市鶴見区獅子ケ谷二丁目","本覚寺",""
T839650991091806208,2017-03-09,tk01k,35.6397250000,139.2503509521,https://t.co/c6HGWHwNRT,https://pbs.twimg.com/media/C6cKGP-VQAA7ABq.jpg,,,,"二十三夜塔","","","東京都","東京都八王子市裏高尾町","常林寺",""
T839687183032176644,2017-03-09,tk01k,35.6227023000,139.2045898438,https://t.co/bYYgyUBPMg,https://pbs.twimg.com/media/C6crANWU4AAcWdz.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区千木良","善勝寺",""
T839700006797893632,2017-03-09,tk01k,35.6185512000,139.1836853027,https://t.co/ubAcM4NGs0,https://pbs.twimg.com/media/C6c2qrvVAAACu7i.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区与瀬","慈眼寺",""
T839704686286422016,2017-03-09,tk01k,35.6228713000,139.1751403809,https://t.co/rLtyMXPckG,https://pbs.twimg.com/media/C6c67HyVMAAlzTj.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区与瀬","秋葉神社",""
T839706224547385344,2017-03-09,tk01k,35.6238861000,139.1727447510,https://t.co/TFed7gdMvN,https://pbs.twimg.com/media/C6c8Uf2U4AA3VBw.jpg,,,,"二十三夜塔","文化九年","1812","神奈川県","神奈川県相模原市緑区与瀬","",""
T839711543306534912,2017-03-09,tk01k,35.6232850000,139.1639862061,https://t.co/FVTFQzYJc0,https://pbs.twimg.com/media/C6dBKkhUwAA3qCW.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区吉野","慶昌寺",""
T839716314423803904,2017-03-09,tk01k,35.6184211000,139.1687011719,https://t.co/Iu4YWuUP2p,https://pbs.twimg.com/media/C6dFgKtUoAAHauD.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区吉野","",""
T839719799693336576,2017-03-09,tk01k,35.6136258000,139.1657409668,https://t.co/wwv8SCgMQO,https://pbs.twimg.com/media/C6dIrvJVYAAfXoG.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区吉野","吉野橋",""
T842201921200914432,2017-03-16,tk01k,35.5481980000,139.3361816406,https://t.co/EmuBHAjtcP,https://pbs.twimg.com/media/C7AaJv2U4AADQ-k.jpg,,,,"二十三夜塔 二十六夜塔","","","神奈川県","神奈川県相模原市中央区田名","",""
T842612110660050945,2017-03-17,tk01k,35.4310454000,139.2898101807,https://t.co/4eB9esVFLi,https://pbs.twimg.com/media/C7GPNJ-UwAAXNfH.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県伊勢原市日向","",""
T842614557382131712,2017-03-17,tk01k,35.4304966000,139.2943115234,https://t.co/4l6xvh8RhS,https://pbs.twimg.com/media/C7GRclfUwAAGNb2.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県伊勢原市日向","",""
T842629668985479168,2017-03-17,tk01k,35.3989783000,139.2998199463,https://t.co/JzsgZBeaHL,https://pbs.twimg.com/media/C7GfMkrVoAE8kMw.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県伊勢原市板戸","坂戸八雲神社",""
T842925404503523328,2017-03-18,tk01k,35.3573096000,139.5391693115,https://t.co/nP6Rj8lnze,https://pbs.twimg.com/media/C7KsJyEV4AAtGS1.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市栄区笠間五丁目","青木神社",""
T842933445374353409,2017-03-18,tk01k,35.3602839000,139.5557556152,https://t.co/WaEzYhdZ5C,https://pbs.twimg.com/media/C7Kzd3EUwAEutIG.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市栄区公田町","",""
T842939284260765696,2017-03-18,tk01k,35.3679083000,139.5639190674,https://t.co/0rln3jSCUR,https://pbs.twimg.com/media/C7K4yp5U0AA3_f4.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市栄区鍛冶ケ谷一丁目","八幡宮",""
T842949567830155264,2017-03-18,tk01k,35.3658149000,139.5472869873,https://t.co/df8H41jNqQ,https://pbs.twimg.com/media/C7LCI-VU8AY-xal.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市栄区小菅ケ谷一丁目","",""
T842954288678617089,2017-03-18,tk01k,35.3693769000,139.5393218994,https://t.co/5EivVSPA3s,https://pbs.twimg.com/media/C7LGbU-U4AERlkQ.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市栄区飯島町","三嶋神社",""
T842954993267232768,2017-03-18,tk01k,35.3693337000,139.5392608643,https://t.co/st1ehqbKHs,https://pbs.twimg.com/media/C7LHFicVsAAa1uJ.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市栄区飯島町","三嶋神社",""
T842955625919270912,2017-03-18,tk01k,35.3693536000,139.5392150879,https://t.co/IN2tiXTAFQ,https://pbs.twimg.com/media/C7LHpE0U0AQEyvb.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市栄区飯島町","三嶋神社",""
T842958759550844928,2017-03-18,tk01k,35.3676378000,139.5340423584,https://t.co/n1oaR5ymec,https://pbs.twimg.com/media/C7LKfslVAAAhKQD.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市栄区飯島町","",""
T842966082142916613,2017-03-18,tk01k,35.3656330000,139.5203857422,https://t.co/PlPbI9vN7p,https://pbs.twimg.com/media/C7LRJjaVsAA_Jw9.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県横浜市栄区田谷町","",""
T844730096246177792,2017-03-23,tk01k,35.5955966000,139.2050628662,https://t.co/PvLadSY905,https://pbs.twimg.com/media/C7kVgkOVUAAep6K.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区寸沢嵐","",""
T844764493074739206,2017-03-23,tk01k,35.6005698000,139.1990966797,https://t.co/J2KoEyb9wF,https://pbs.twimg.com/media/C7k0y25VwAAGUzO.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区寸沢嵐","八幡神社",""
T844771796528246784,2017-03-23,tk01k,35.6000782000,139.2129364014,https://t.co/asXLvk0oDk,https://pbs.twimg.com/media/C7k7b9QVUAEGmNU.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区若柳","天満宮",""
T844775198096207876,2017-03-23,tk01k,35.6029608000,139.2178649902,https://t.co/ikRmN7ybs1,https://pbs.twimg.com/media/C7k-h6wVMAEj_3n.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区若柳","下阿津バス停",""
T844777585951178752,2017-03-23,tk01k,35.6063688000,139.2189025879,https://t.co/FK1fuQoB0w,https://pbs.twimg.com/media/C7lAs_iVYAAMZNl.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区若柳","",""
T846909864374808577,2017-03-29,tk01k,35.4220437000,139.4583282471,https://t.co/W4613jzeWn,https://pbs.twimg.com/media/C8DUAf0V4AEEppI.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県藤沢市長後","",""
T846915237936705537,2017-03-29,tk01k,35.4131195000,139.4601593018,https://t.co/1xqX75cowB,https://pbs.twimg.com/media/C8DY5XoV4AAqNp0.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県藤沢市長後","長田稲荷神社",""
T846923403483201537,2017-03-29,tk01k,35.4131737000,139.4739685059,https://t.co/Eqo4huJTvb,https://pbs.twimg.com/media/C8DgUVXVYAAolf3.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県藤沢市高倉","家入口交差点",""
T846929009308971008,2017-03-29,tk01k,35.4032015000,139.4723510742,https://t.co/ChBdagc1yR,https://pbs.twimg.com/media/C8DlaYuVAAEGwO-.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県藤沢市湘南台六丁目","稲荷神社",""
T846937898901491712,2017-03-29,tk01k,35.3868430000,139.4772033691,https://t.co/RKqwIOP2SU,https://pbs.twimg.com/media/C8DtgMKXwAItvYp.jpg,,,,"二十三夜塔","文久二年","1862","神奈川県","神奈川県藤沢市亀井野","雲昌寺",""
T846939333944889345,2017-03-29,tk01k,35.3868430000,139.4772033691,https://t.co/UhXMpB5SI8,https://pbs.twimg.com/media/C8Duz4KXgAA5UG0.jpg,,,,"二十三夜塔","明治七年","1874","神奈川県","神奈川県藤沢市亀井野","雲昌寺",""
T849072997017243648,2017-04-04,tk01k,35.6172820000,139.1551971436,https://t.co/zrxQO7AQ53,https://pbs.twimg.com/media/C8iDWL6XgAIIzTQ.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区小渕","天神宮",""
T849077095569424385,2017-04-04,tk01k,35.6233708000,139.1516723633,https://t.co/wsBqPQWi8a,https://pbs.twimg.com/media/C8iHGKKXYAAMimw.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県相模原市緑区澤井","御嶽神社",""
T849456281811333121,2017-04-05,tk01k,35.3468941000,139.4764099121,https://t.co/maiUwxsJ0q,https://pbs.twimg.com/media/C8nf8sDXkAATHFg.jpg,,,,"二十三夜塔","文久三年","1863","神奈川県","神奈川県藤沢市本町三丁目","真源寺",""
T849459316956561411,2017-04-05,tk01k,35.3502633000,139.4788208008,https://t.co/x0dQZOo8zJ,https://pbs.twimg.com/media/C8nith5WsAAiVT2.jpg,,,,"(二十)三夜塔","","","神奈川県","神奈川県藤沢市藤沢二丁目","白旗神社",""
T849472755565244421,2017-04-05,tk01k,35.3456939000,139.4728698730,https://t.co/fcBeEOPUvT,https://pbs.twimg.com/media/C8nu8HOW0AAnAzP.jpg,,,,"二十三夜塔","天保十五年","1844","神奈川県","神奈川県藤沢市鵠沼神明五丁目","稲荷神社",""
T851251982509551616,2017-04-10,tk01k,35.3466612000,139.4532012939,https://t.co/DFwYH8Ojqt,https://pbs.twimg.com/media/C9BBDjGUQAExY2u.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県藤沢市城南五丁目","",""
T851261407358197761,2017-04-10,tk01k,35.3510891000,139.4255828857,https://t.co/fufan5mv7R,https://pbs.twimg.com/media/C9BJtNcUIAMTpTG.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県茅ヶ崎市赤羽根","西光寺",""
T851271152282460163,2017-04-10,tk01k,35.3535736000,139.4183349609,https://t.co/TJgfDwqSWk,https://pbs.twimg.com/media/C9BSkFqUAAYuEMr.jpg,,,,"二十三夜塔","明治37年","1904","神奈川県","神奈川県茅ヶ崎市甘沼","甘沼八幡神社",""
T851279830918152194,2017-04-10,tk01k,35.3454218000,139.4022064209,https://t.co/U52HercSRf,https://pbs.twimg.com/media/C9Bad_yVoAINIEG.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県茅ヶ崎市円蔵","輪光寺",""
T851289932832296961,2017-04-10,tk01k,35.3643441000,139.3861541748,https://t.co/UgNeaBzVlY,https://pbs.twimg.com/media/C9Bjp26UwAAY-j7.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県高座郡寒川町一之宮一丁目","八幡神社",""
T851307808410578944,2017-04-10,tk01k,35.3698148000,139.3437805176,https://t.co/roZI98XmrQ,https://pbs.twimg.com/media/C9Bz6H-VwAEh-ai.jpg,,,,"二十三夜塔","","","神奈川県","神奈川県平塚市下島","八幡神社",""
T851311068483682304,2017-04-10,tk01k,35.3699418000,139.3405609131,https://t.co/QqrmgGiye1,https://pbs.twimg.com/media/C9B23VVV0AAHhCm.jpg,,,,"二十三夜塔","文化九年","1812","神奈川県","神奈川県平塚市下島","霊山寺",""
